neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_log
2,202,40.785579999999996,-73.9696,0,21,45,0.46,1,35,5.3612921657094255
1,214,40.71577,-73.96053,0,3,124,1.76,1,359,5.25227342804663
1,91,40.738609999999994,-73.95485,1,3,9,0.09,28,60,6.396929655216146
2,64,40.725770000000004,-73.98745,0,5,166,1.68,2,365,5.521460917862246
3,168,40.58615,-73.81245,1,27,13,0.13,1,335,4.2626798770413155
1,51,40.67086,-73.94872,0,30,15,0.16,5,282,4.61512051684126
2,94,40.827729999999995,-73.95231,1,3,380,3.83,2,247,4.110873864173311
1,13,40.68505,-73.95684,0,2,86,0.87,1,102,4.912654885736052
1,91,40.72911,-73.95493,0,3,248,2.53,3,274,5.170483995038151
2,202,40.77944,-73.98567,0,5,49,0.56,1,201,4.795790545596741
2,127,40.74503,-73.98876,0,18,54,0.57,1,98,5.135798437050262
1,51,40.67539,-73.96093,0,7,3,0.03,1,157,5.111987788356544
2,94,40.8054,-73.95189,1,1,1,0.02,1,0,4.51085950651685
2,201,40.784909999999996,-73.9508,0,2,56,0.57,1,312,5.420534999272286
1,80,40.69088,-73.97306999999999,1,2,163,1.66,2,331,4.564348191467836
1,51,40.67555,-73.95057,1,2,247,2.51,2,275,4.02535169073515
2,95,40.75835,-73.99193000000001,1,10,116,1.17,1,174,4.454347296253507
1,182,40.66527,-73.9886,0,14,27,0.28,2,223,5.298317366548036
2,119,40.71895,-73.99434000000001,0,1,52,0.6,3,361,5.356586274672012
2,127,40.755790000000005,-73.96699,0,6,39,0.4,1,0,4.983606621708336
2,94,40.82399,-73.95328,1,14,35,0.35,1,283,4.189654742026425
2,94,40.818220000000004,-73.94095,0,1,320,3.23,1,220,4.605170185988092
3,4,40.764340000000004,-73.92132,0,4,30,0.32,1,363,4.709530201312334
1,51,40.67705,-73.94925,0,3,225,2.27,4,315,4.394449154672439
1,25,40.69263,-73.99438,0,30,95,0.96,1,281,5.017279836814924
1,13,40.68448,-73.92747,0,4,70,0.75,1,283,4.709530201312334
2,34,40.74412,-74.00208,1,2,35,0.36,1,20,5.673323267171493
2,64,40.73067,-73.98702,1,2,0,1.3732214298586618,1,0,4.477336814478207
1,214,40.70665,-73.94060999999999,0,4,50,0.51,1,331,5.25227342804663
1,214,40.72063,-73.95952,0,2,29,0.31,1,36,5.303304908059076
1,151,40.67644,-73.98082,0,2,23,0.23,2,7,5.111987788356544
2,94,40.804809999999996,-73.94794,0,2,142,1.44,2,301,4.709530201312334
2,64,40.72533,-73.99143000000001,0,2,70,0.73,1,170,5.981414211254481
1,13,40.68569,-73.93038,1,2,38,0.54,2,307,4.605170185988092
1,108,40.64302,-73.97255,1,1,82,0.94,2,365,3.6888794541139363
2,64,40.72939,-73.98857,0,2,403,4.1,3,201,5.247024072160486
2,202,40.79918,-73.96607,1,1,3,0.03,1,0,4.454347296253507
1,85,40.668620000000004,-73.9926,0,30,3,0.03,1,316,5.564520407322694
2,94,40.81333,-73.94453,0,1,116,1.18,5,271,4.812184355372417
1,91,40.72473,-73.95199000000001,0,2,175,1.79,1,139,5.111987788356544
3,79,40.70925,-73.85262,0,3,28,1.21,3,209,4.584967478670572
2,209,40.73215,-74.00922,0,4,24,0.25,1,0,5.14166355650266
1,214,40.711090000000006,-73.94332,0,2,15,0.15,1,0,4.836281906951478
2,137,40.7463,-73.97926,1,4,105,1.07,1,193,4.875197323201151
1,214,40.71823,-73.95849,0,10,22,0.38,1,52,5.420534999272286
1,60,40.650999999999996,-73.94886,1,2,263,2.69,2,136,3.9318256327243257
1,80,40.68626,-73.97598,0,3,86,0.91,2,286,5.14166355650266
2,34,40.74488,-74.001,0,4,10,0.1,1,0,4.890349128221754
1,151,40.676320000000004,-73.97616,0,7,18,0.21,1,18,5.5254529391317835
1,91,40.722120000000004,-73.94254000000001,0,5,8,0.21,1,9,4.955827057601261
1,51,40.67456,-73.95151,0,20,70,0.73,1,3,4.174387269895637
1,214,40.71363,-73.96019,0,3,150,1.55,1,277,5.521460917862246
1,51,40.6755,-73.95878,1,2,115,1.18,1,0,4.382026634673881
2,64,40.72274,-73.97581,0,2,69,0.71,1,233,5.225746673713202
1,19,40.6858,-73.9828,0,3,232,2.41,1,221,4.795790545596741
1,151,40.67535,-73.97654,0,1,35,0.41,1,355,6.206575926724928
2,145,40.72255,-73.99346,0,3,18,0.21,1,0,5.929589143389895
2,145,40.72094,-73.99706,0,3,68,0.69,1,277,5.170483995038151
2,64,40.72485,-73.97813000000001,0,4,22,0.23,1,0,5.017279836814924
2,94,40.80473,-73.9532,0,8,17,0.17,1,343,5.560681631015528
2,64,40.72217,-73.98419,1,1,34,0.58,1,0,4.574710978503383
1,214,40.719429999999996,-73.9565,0,7,8,0.08,1,0,4.983606621708336
2,34,40.742490000000004,-74.00329,0,4,0,1.3732214298586618,1,0,5.303304908059076
2,202,40.792640000000006,-73.97294000000001,0,5,2,0.08,1,0,4.564348191467836
1,216,40.65749,-73.97675,0,4,52,0.72,1,188,5.5254529391317835
2,94,40.80474,-73.94688000000001,0,2,74,0.76,2,264,5.69035945432406
2,92,40.72831,-74.00177,0,3,18,0.19,1,0,5.170483995038151
1,214,40.71541,-73.94144,0,2,72,0.86,1,331,6.113682179832232
2,202,40.79765,-73.96245,0,2,191,2.18,1,236,5.111987788356544
2,201,40.78508,-73.95331999999999,0,4,0,1.3732214298586618,1,0,5.5254529391317835
0,218,40.89747,-73.8639,0,1,197,2.49,1,309,4.356708826689592
2,119,40.720079999999996,-73.98404000000001,0,4,19,0.2,1,0,5.5254529391317835
3,4,40.75725,-73.91098000000001,0,1,414,4.34,1,245,4.867534450455582
1,214,40.7102,-73.94495,1,2,8,0.09,4,0,4.59511985013459
1,151,40.673590000000004,-73.97904,0,2,0,1.3732214298586618,1,8,5.017279836814924
2,64,40.72674,-73.9782,1,7,25,0.3,1,359,4.564348191467836
2,94,40.81156,-73.94570999999999,1,3,119,1.22,5,333,4.02535169073515
2,94,40.804970000000004,-73.95016,0,2,203,2.14,3,258,5.707110264748875
1,91,40.72937,-73.95671,0,2,104,1.09,1,22,4.836281906951478
2,64,40.72587,-73.98438,1,3,175,1.8,1,236,5.170483995038151
2,94,40.824259999999995,-73.9463,1,3,38,0.42,3,365,4.330733340286331
1,13,40.68101,-73.94081,0,31,88,0.91,1,164,4.290459441148391
1,13,40.686690000000006,-73.91989000000001,1,1,27,0.28,4,311,5.111987788356544
1,214,40.715340000000005,-73.95914,0,5,117,1.28,1,23,5.111987788356544
1,41,40.68288,-73.96024,1,3,43,0.44,2,365,4.330733340286331
1,91,40.72489,-73.95494000000001,0,5,4,0.05,1,0,4.875197323201151
1,214,40.70867,-73.94284,0,2,385,4.0,1,222,4.941642422609304
1,13,40.679629999999996,-73.93908,1,1,64,0.68,3,238,4.48863636973214
1,13,40.6798,-73.93908,1,1,39,0.41,3,218,4.394449154672439
2,34,40.74346,-73.99882,1,2,37,1.79,1,0,5.017279836814924
2,202,40.77724,-73.98109000000001,0,3,10,0.12,1,0,5.303304908059076
2,64,40.72972,-73.97995,0,2,103,1.08,1,235,5.303304908059076
1,214,40.71309,-73.94128,1,6,3,0.03,1,0,4.51085950651685
2,94,40.83096,-73.94633,0,3,227,2.33,1,247,5.69035945432406
1,214,40.713229999999996,-73.95745,0,5,37,0.79,1,15,6.111467339502679
1,51,40.67212,-73.9506,0,2,29,0.35,1,119,4.875197323201151
1,214,40.710229999999996,-73.96665,1,3,205,2.31,3,0,4.499809670330265
2,94,40.80523,-73.95139,0,5,42,0.44,2,234,5.293304824724492
2,64,40.72636,-73.98917,0,2,280,2.92,3,257,4.605170185988092
1,91,40.72185,-73.93956,1,4,86,0.89,3,350,3.8501476017100584
2,178,40.72351,-73.99683,1,2,54,0.56,1,221,4.948759890378168
1,31,40.6809,-73.99233000000001,0,7,7,0.07,1,0,6.2166061010848646
2,130,40.80525,-73.95916,1,5,57,0.59,2,201,4.330733340286331
2,202,40.800059999999995,-73.96049000000001,0,31,188,1.94,1,259,5.5254529391317835
1,28,40.70283,-73.92130999999999,1,3,480,6.7,1,0,4.110873864173311
2,206,40.84468,-73.94303000000001,1,2,34,0.35,1,222,4.330733340286331
1,31,40.682520000000004,-73.99619,0,5,6,0.06,1,0,5.860786223465865
2,34,40.74342,-73.99483000000001,0,9,3,0.04,2,76,5.327876168789581
1,151,40.67853,-73.98089,0,5,2,0.03,1,0,5.393627546352362
1,151,40.6788,-73.97643000000001,1,1,20,0.21,6,258,4.110873864173311
2,202,40.778859999999995,-73.98042,0,2,129,1.33,1,14,5.225746673713202
2,64,40.72578,-73.97879,0,3,147,1.6,1,27,5.25227342804663
1,182,40.66085,-73.98536999999999,0,28,101,1.06,1,167,4.663439094112067
2,61,40.80113,-73.94503,0,2,11,0.12,2,68,5.5254529391317835
2,94,40.82411,-73.94934,1,2,41,0.43,2,59,4.189654742026425
1,13,40.681309999999996,-73.95331999999999,0,2,87,1.09,1,0,4.330733340286331
0,200,40.858109999999996,-73.90675,1,4,117,1.21,1,232,3.6375861597263857
1,214,40.70667,-73.96524000000001,0,2,86,0.89,2,15,4.454347296253507
1,89,40.60452,-73.97103,0,7,0,1.3732214298586618,2,0,4.672828834461906
2,61,40.7932,-73.94006999999999,0,2,15,0.16,1,0,4.382026634673881
1,80,40.68768,-73.97610999999999,1,2,35,0.55,2,161,4.454347296253507
2,94,40.802240000000005,-73.94558,1,2,17,0.18,2,88,5.14166355650266
2,119,40.714729999999996,-73.98841999999999,1,3,3,0.04,2,337,4.7535901911063645
2,94,40.80518,-73.95359,1,5,43,0.47,2,247,4.499809670330265
2,94,40.80827,-73.95329,2,3,168,4.6,1,248,3.912023005428146
1,91,40.729009999999995,-73.95812,1,3,241,2.49,1,287,4.5217885770490405
2,86,40.734759999999994,-73.98451999999999,0,2,105,1.13,1,304,5.993961427306569
1,28,40.69055,-73.92357,0,2,11,0.46,1,0,5.017279836814924
1,51,40.67505,-73.95969000000001,0,3,31,0.32,1,193,4.584967478670572
2,64,40.72974,-73.98201,1,4,49,0.51,2,43,4.61512051684126
1,214,40.70925,-73.95425,0,4,23,0.24,1,25,5.19295685089021
1,91,40.72315,-73.95226,0,2,20,0.21,2,127,6.2166061010848646
2,34,40.73939,-73.99611999999999,0,10,18,0.9,1,0,6.063785208687608
2,112,40.74112,-73.97686,0,6,90,0.95,1,303,5.247024072160486
2,119,40.72019,-73.98217,1,2,99,1.04,1,345,4.795790545596741
2,145,40.72133,-73.99665999999999,0,1,6,0.06,3,115,5.707110264748875
3,4,40.75744,-73.92163000000001,0,30,21,0.22,8,200,4.68213122712422
3,4,40.75695,-73.9202,0,30,24,0.26,8,271,4.564348191467836
2,94,40.8296,-73.94651,0,2,111,1.17,1,12,5.298317366548036
2,61,40.79056,-73.9468,0,2,86,0.91,1,268,4.795790545596741
2,209,40.736309999999996,-73.99977,0,15,66,0.69,2,89,5.298317366548036
0,0,40.86466,-73.85709,0,2,271,2.84,2,347,4.836281906951478
1,214,40.71312,-73.96199,1,2,227,2.4,1,37,4.2626798770413155
1,214,40.71297,-73.94336,1,4,80,1.55,1,0,4.330733340286331
2,209,40.737120000000004,-74.00166,1,30,5,0.07,1,359,4.61512051684126
1,13,40.69242,-73.95097,0,2,187,1.97,2,287,4.605170185988092
2,34,40.738620000000004,-73.99758,0,1,2,0.02,1,0,5.5254529391317835
1,214,40.7158,-73.95803000000001,0,6,1,0.02,1,233,5.860786223465865
1,158,40.68262,-73.97299,0,3,67,0.7,1,129,5.14166355650266
2,64,40.73217,-73.98801,0,1,63,0.68,1,0,5.111987788356544
2,95,40.76311,-73.99388,1,1,89,1.0,1,353,4.605170185988092
2,34,40.74695,-74.00454,1,4,1,0.02,1,365,5.545177444479562
1,63,40.67497,-73.87305,0,3,177,1.86,1,297,5.135798437050262
1,51,40.66788,-73.94813,0,4,90,0.94,1,56,4.605170185988092
2,201,40.76684,-73.95944,0,7,39,0.41,1,44,5.135798437050262
1,13,40.68967,-73.95445,0,3,42,0.44,1,355,5.081404364984463
1,158,40.67946,-73.96500999999999,0,3,33,0.35,1,156,5.375278407684165
1,151,40.66944,-73.98083000000001,0,3,179,2.02,1,273,4.875197323201151
2,64,40.72566,-73.97748,1,3,81,0.85,2,274,4.709530201312334
2,95,40.7709,-73.99181,1,28,43,0.45,2,258,5.017279836814924
1,214,40.719429999999996,-73.95958,1,30,52,0.54,1,276,4.189654742026425
3,189,40.742490000000004,-73.92466,1,2,160,1.68,1,65,4.330733340286331
2,34,40.74033,-74.00024,0,6,23,0.27,2,0,5.0106352940962555
2,202,40.7969,-73.96128,1,6,35,0.37,1,180,4.499809670330265
2,206,40.83403,-73.94553,1,1,225,2.35,1,343,3.9318256327243257
1,159,40.65513,-73.95640999999999,1,1,401,6.62,2,43,3.784189633918261
1,159,40.65589,-73.95539000000001,1,1,72,0.84,2,96,3.7612001156935624
1,214,40.70275,-73.94501,1,1,46,0.97,1,59,4.454347296253507
1,13,40.68897,-73.93569000000001,0,3,83,1.19,1,255,4.941642422609304
1,151,40.67617,-73.98136,1,1,211,2.21,2,252,4.663439094112067
1,151,40.67595,-73.98053,0,5,15,0.16,1,0,5.583496308781699
2,95,40.76415,-73.99067,0,1,122,1.29,1,20,5.0106352940962555
2,94,40.83127,-73.94718,1,2,295,3.9,2,188,4.23410650459726
1,13,40.68497,-73.95591999999999,0,3,207,2.18,1,304,4.605170185988092
2,94,40.82922,-73.94174,1,3,50,0.65,2,38,4.330733340286331
1,214,40.71137,-73.94362,1,2,273,2.85,1,254,4.61512051684126
2,201,40.76739,-73.9557,2,1,0,1.3732214298586618,1,0,4.51085950651685
2,64,40.73089,-73.98195,0,30,25,0.26,1,46,5.081404364984463
1,151,40.6755,-73.97859,0,4,105,1.62,1,328,5.25227342804663
1,13,40.68812,-73.94934,1,4,72,0.76,3,0,4.219507705176107
2,201,40.7694,-73.9572,0,1,8,0.08,1,0,5.25227342804663
1,41,40.68634,-73.96161,0,2,58,0.61,6,199,5.517452896464707
1,214,40.7093,-73.9497,1,6,8,0.09,1,249,4.61512051684126
2,35,40.713,-73.99752,1,3,172,1.84,2,64,4.564348191467836
2,191,40.75895,-73.9883,1,1,330,7.14,1,111,5.017279836814924
1,13,40.68186,-73.94113,0,3,123,1.29,1,287,4.983606621708336
1,28,40.683640000000004,-73.91076,1,2,55,0.59,1,286,3.7376696182833684
1,214,40.71893,-73.9428,0,4,87,0.99,1,263,4.795790545596741
0,48,40.82802,-73.92039,1,3,258,2.7,2,276,3.9318256327243257
1,80,40.68765,-73.97073,0,2,4,0.18,1,0,5.062595033026967
1,214,40.71413,-73.96596,0,14,31,0.33,1,263,5.278114659230517
1,175,40.58422,-73.94079,0,4,128,1.34,2,90,4.2626798770413155
1,214,40.71973,-73.95581999999999,0,3,14,0.15,1,0,5.225746673713202
1,13,40.69025,-73.93323000000001,0,3,30,0.32,3,11,4.983606621708336
3,189,40.73826,-73.92458,1,28,258,2.9,1,287,3.9318256327243257
1,91,40.73049,-73.96115,0,3,228,2.39,3,1,5.225746673713202
2,64,40.72956,-73.97903000000001,0,1,60,0.65,1,0,5.5254529391317835
2,191,40.75877,-73.98863,0,2,179,1.88,1,44,5.442417710521793
1,85,40.67688,-73.9859,0,7,9,0.1,1,0,4.61512051684126
1,28,40.700509999999994,-73.92204,1,1,1,0.37,1,5,3.713572066704308
2,119,40.71712,-73.98898,1,30,25,0.49,1,0,5.303304908059076
4,70,40.60742,-74.14388000000001,1,2,2,0.05,1,158,4.394449154672439
1,13,40.68741,-73.95741,1,3,152,1.6,3,192,4.382026634673881
3,117,40.75627,-73.9211,0,30,24,0.25,8,358,4.564348191467836
2,202,40.798159999999996,-73.9619,0,2,45,0.47,3,31,5.707110264748875
1,81,40.61927,-74.0307,0,30,7,0.08,1,241,4.61512051684126
2,94,40.8078,-73.95208000000001,1,7,19,0.35,1,285,4.394449154672439
1,17,40.61922,-73.99399,0,1,24,0.26,1,183,4.709530201312334
1,41,40.68275,-73.96148000000001,0,4,8,0.09,2,189,5.153291594497779
2,119,40.71813,-73.98416,0,1,29,0.31,2,162,5.298317366548036
2,119,40.718920000000004,-73.98401,0,1,14,0.15,2,158,5.298317366548036
2,94,40.816,-73.95545,1,1,33,0.38,1,84,4.61512051684126
2,94,40.82748,-73.95153,1,4,99,1.04,1,260,4.02535169073515
1,13,40.68634,-73.95088,1,3,59,0.62,3,0,4.330733340286331
2,64,40.72229,-73.97901,0,3,142,1.5,1,166,4.990432586778736
2,144,40.72956,-73.99287,1,2,0,1.3732214298586618,1,0,5.5254529391317835
1,91,40.72595,-73.95298000000001,0,29,22,0.23,1,335,4.762173934797756
2,197,40.711929999999995,-74.00816999999999,1,3,82,0.87,2,90,5.017279836814924
1,151,40.68012,-73.97847,1,2,23,0.24,6,342,4.795790545596741
2,34,40.742329999999995,-73.99865,0,4,32,0.34,1,28,5.298317366548036
1,158,40.674240000000005,-73.96665,0,5,24,0.25,1,363,5.017279836814924
2,94,40.80486,-73.95298000000001,1,1,59,0.63,2,86,4.248495242049359
1,19,40.68653,-73.98562,0,4,18,0.21,1,0,5.442417710521793
2,127,40.742670000000004,-73.98569,0,4,3,0.03,1,0,4.836281906951478
1,13,40.687490000000004,-73.95494000000001,1,3,115,1.21,3,264,4.382026634673881
1,80,40.68645,-73.97538,1,3,154,1.63,2,305,4.875197323201151
1,41,40.68999,-73.96710999999999,1,1,164,1.73,11,356,5.480638923341991
4,176,40.61077,-74.06824,0,6,76,0.8,1,278,4.330733340286331
1,214,40.711259999999996,-73.94575999999999,0,3,116,1.23,2,135,5.3981627015177525
1,13,40.67855,-73.94949,0,3,234,2.47,4,308,4.394449154672439
2,64,40.72416,-73.9853,0,2,120,1.27,1,229,5.666426688112432
1,13,40.685159999999996,-73.92520999999999,0,4,82,0.87,1,273,4.912654885736052
2,209,40.73507,-74.00048000000001,0,3,13,0.15,1,83,5.420534999272286
2,35,40.71611,-73.99828000000001,1,30,59,0.64,1,281,4.709530201312334
1,13,40.67964,-73.93946,0,7,63,1.87,1,321,4.61512051684126
2,95,40.76189,-73.99,1,2,52,0.55,1,303,4.875197323201151
2,64,40.72645,-73.98035,1,1,278,2.95,3,192,4.499809670330265
1,190,40.662929999999996,-73.99833000000001,0,5,1,0.01,1,0,5.303304908059076
1,13,40.690459999999995,-73.95167,0,2,35,0.4,1,36,4.394449154672439
0,47,40.830009999999994,-73.92158,1,5,235,2.49,2,271,3.9318256327243257
2,61,40.792390000000005,-73.94535,0,28,115,1.21,2,341,4.912654885736052
2,64,40.727090000000004,-73.98274,1,1,109,1.15,1,333,4.51085950651685
2,178,40.72599,-74.00168000000001,1,5,1,0.01,1,210,5.602118820879701
1,13,40.68309,-73.94219,0,3,305,3.24,1,231,4.709530201312334
2,61,40.79442,-73.93433,0,1,102,1.52,1,308,4.983606621708336
2,95,40.76166,-73.99675,0,30,83,0.88,1,292,5.19295685089021
3,166,40.70163,-73.90867,1,1,19,0.25,1,311,4.02535169073515
2,127,40.75575,-73.96842,1,2,61,0.65,1,264,4.709530201312334
2,94,40.80903,-73.94197,0,5,89,0.94,1,153,5.786897381366708
3,117,40.74581,-73.95295,1,30,65,0.74,3,219,4.330733340286331
1,182,40.66414,-73.98574,0,1,40,0.44,1,0,5.707110264748875
2,209,40.74,-74.00381,1,30,80,0.86,2,332,4.875197323201151
2,127,40.753479999999996,-73.97065,0,30,136,1.45,1,120,5.25227342804663
2,119,40.720659999999995,-73.98506,0,3,100,1.06,1,191,5.303304908059076
1,214,40.717459999999996,-73.95496999999999,0,2,125,1.36,3,248,5.198497031265826
1,53,40.70257,-73.9847,0,5,40,0.5,1,67,5.860786223465865
2,64,40.722640000000006,-73.9837,0,4,0,1.3732214298586618,1,0,5.081404364984463
2,112,40.73833,-73.98186,0,30,139,1.59,4,325,5.278114659230517
2,92,40.73268,-73.99255,0,30,0,1.3732214298586618,1,249,5.488937726156687
2,35,40.718920000000004,-73.99628,0,7,2,0.03,1,0,5.707110264748875
3,54,40.776790000000005,-73.91686999999999,0,28,49,0.53,1,313,4.330733340286331
2,119,40.71693,-73.98948,0,5,8,0.11,1,0,4.61512051684126
2,86,40.73685,-73.98359,0,1,0,1.3732214298586618,1,12,5.991464547107982
1,80,40.68501,-73.97019,1,5,124,1.32,1,69,4.454347296253507
1,159,40.66068,-73.96003,0,21,5,0.12,1,0,4.394449154672439
1,158,40.67722,-73.96542,1,1,147,1.57,1,293,4.02535169073515
1,41,40.68975,-73.96703000000001,1,1,43,0.46,11,363,6.0844994130751715
1,13,40.692209999999996,-73.95866,0,6,8,0.33,1,4,4.709530201312334
2,209,40.729690000000005,-74.00635,0,2,37,0.39,1,257,5.303304908059076
1,41,40.6893,-73.96602,1,1,120,1.28,11,362,5.634789603169249
1,214,40.70832,-73.94157,0,1,24,0.29,1,0,4.927253685157205
1,13,40.68016,-73.94878,0,3,5,0.05,1,365,5.638354669333745
1,214,40.70875,-73.95508000000001,0,30,242,2.59,1,102,5.298317366548036
2,103,40.85888,-73.92886,1,4,229,2.45,1,26,4.276666119016055
0,111,40.8679,-73.90023000000001,1,2,108,1.36,2,302,3.7612001156935624
1,13,40.6889,-73.95383000000001,0,2,181,1.92,1,280,5.198497031265826
2,34,40.75127,-73.99637,0,5,34,0.39,1,302,5.424950017481403
1,51,40.67607,-73.94421,1,3,5,0.05,1,281,4.454347296253507
2,86,40.73834,-73.9823,0,1,5,0.06,1,0,4.912654885736052
3,68,40.7347,-73.88065999999999,0,4,60,0.64,2,297,4.382026634673881
2,119,40.718759999999996,-73.98850999999999,0,1,238,2.59,1,246,5.043425116919247
1,91,40.73787,-73.95385,0,3,34,0.37,28,60,5.298317366548036
2,209,40.73066,-74.00287,0,3,131,1.4,4,296,6.55250788703459
2,209,40.73291,-74.00059,0,4,6,0.16,1,0,5.5093883366279774
1,13,40.68707,-73.91918000000001,1,1,7,0.08,4,281,4.61512051684126
1,214,40.7184,-73.96019,0,5,125,3.04,1,0,5.69035945432406
1,51,40.67495,-73.95563,1,3,0,1.3732214298586618,1,0,5.017279836814924
2,35,40.71582,-73.99902,0,1,49,0.58,1,0,4.787491742782046
2,94,40.81068,-73.94288,1,1,11,0.12,2,365,4.836281906951478
2,94,40.81122,-73.94279,0,5,0,1.3732214298586618,2,365,5.993961427306569
2,92,40.73129,-73.99944,0,3,107,1.15,1,249,6.7464121285733745
1,214,40.71628,-73.95737,1,2,241,2.6,1,303,4.867534450455582
2,202,40.785579999999996,-73.9726,1,1,176,1.89,1,300,4.948759890378168
2,35,40.7146,-73.991,1,4,151,1.63,2,323,4.7535901911063645
2,61,40.79493,-73.94462,0,3,49,0.53,2,0,5.303304908059076
1,91,40.73693,-73.95284000000001,0,3,33,0.47,28,60,5.298317366548036
1,91,40.73641,-73.9533,0,3,24,0.32,28,84,5.298317366548036
1,91,40.73794,-73.95254,0,3,59,0.66,28,60,5.298317366548036
1,23,40.58147,-73.96726,1,1,2,0.04,1,303,4.248495242049359
2,202,40.797709999999995,-73.96323000000001,0,2,16,0.23,1,261,5.225746673713202
2,94,40.81512,-73.94691999999999,1,2,72,0.77,1,0,4.406719247264253
1,91,40.7373,-73.95323,0,3,24,0.26,28,60,5.298317366548036
1,91,40.73708,-73.95271,0,3,23,0.26,28,60,5.298317366548036
1,91,40.73652,-73.95236,0,3,43,0.47,28,60,5.298317366548036
1,91,40.73693,-73.95316,0,3,30,0.32,28,56,5.298317366548036
1,91,40.737840000000006,-73.95324000000001,0,3,39,0.44,28,84,5.298317366548036
1,91,40.736740000000005,-73.95246999999999,1,3,8,0.09,28,58,5.857933154483459
1,91,40.737829999999995,-73.95259,1,3,3,0.03,28,60,5.521460917862246
1,91,40.737140000000004,-73.95296,1,3,6,0.1,28,60,5.703782474656201
1,91,40.73731,-73.9545,1,3,4,0.05,28,81,5.19295685089021
3,104,40.74965,-73.89344,1,5,56,0.66,3,365,4.007333185232471
1,91,40.73793,-73.95316,1,3,7,0.08,28,60,6.396929655216146
1,41,40.68197,-73.96549,0,1,2,0.03,1,0,4.709530201312334
1,28,40.702709999999996,-73.91566,0,2,178,2.69,1,297,5.3981627015177525
1,214,40.7116,-73.9529,1,30,30,0.8,1,91,4.499809670330265
1,13,40.692409999999995,-73.94885,0,2,190,2.04,1,315,5.14166355650266
2,145,40.720040000000004,-73.99424,0,7,25,0.27,2,338,6.206575926724928
3,189,40.74511,-73.92398,0,10,81,0.98,2,40,4.394449154672439
2,34,40.74599,-74.00253000000001,0,2,7,0.08,1,361,6.634633357861686
1,43,40.68946,-73.99385,1,4,216,2.31,1,288,4.59511985013459
1,13,40.68226,-73.95473,0,30,31,0.33,1,218,4.836281906951478
1,214,40.714079999999996,-73.9489,1,3,247,2.65,2,117,4.174387269895637
1,41,40.68618,-73.96144,0,3,233,2.5,1,0,5.043425116919247
1,151,40.673790000000004,-73.98454,0,3,135,1.45,1,204,4.941642422609304
3,185,40.70554,-73.76637,1,4,20,0.23,1,0,4.330733340286331
2,209,40.74031,-74.00532,0,4,46,0.5,1,20,5.786897381366708
2,94,40.81872,-73.94566999999999,1,1,143,2.83,1,0,4.07753744390572
4,2,40.59251,-74.06479,0,2,21,0.26,4,333,5.5254529391317835
4,2,40.59101,-74.06685,1,7,0,1.3732214298586618,4,189,3.9318256327243257
4,2,40.592620000000004,-74.06659,0,2,8,0.09,4,353,4.836281906951478
1,80,40.69142,-73.97203,0,7,4,0.05,2,0,4.2626798770413155
2,201,40.76928,-73.95021,0,2,314,3.45,2,206,5.247024072160486
1,13,40.68338,-73.95289,0,3,18,0.25,1,1,4.875197323201151
2,209,40.72953,-74.00461999999999,0,7,11,0.12,1,0,4.983606621708336
2,73,40.70523,-74.01345,1,7,51,0.55,1,307,4.624972813284271
2,34,40.74025,-74.00161,1,5,20,0.33,1,0,4.564348191467836
2,209,40.733779999999996,-74.00429,0,7,8,0.12,1,0,5.929589143389895
2,119,40.72087,-73.99022,0,31,59,0.63,1,27,5.0369526024136295
1,60,40.64468,-73.94219,0,4,54,0.62,1,27,4.532599493153256
2,119,40.7193,-73.98966,1,5,10,0.46,1,348,4.394449154672439
2,209,40.73312,-74.0042,0,4,153,1.66,4,246,5.707110264748875
1,80,40.69778,-73.97676,0,3,110,1.2,1,15,4.983606621708336
